id,score,participant.label,player.cq1,player.cq2,player.cq3,player.cq4,player.cq5,player.cq6,player.cq7
2120112,2,L20112,3,2,5,5,1,100,47
2120122,4,L20122,3,1,1,2,5,100,3
2120106,4,L20106,3,2,5,2,5,100,16
2120116,0,L20116,1,4,3,4,3,20,24
2120111,4,L20111,3,2,5,2,5,100,24
2120104,1,L20104,2,4,5,3,4,100,24
2120120,0,L20120,1,2,1,4,3,100,24
2120313,0,L20313,4,5,3,4,3,100,24
2120305,1,L20305,2,2,5,4,2,100,24
2120321,3,L20321,3,4,5,2,3,100,24
2120317,5,L20317,3,1,5,2,5,100,47
2120304,3,L20304,3,2,5,2,4,5,24
2120301,2,L20301,5,4,5,4,5,100,12
2120318,3,L20318,3,2,5,2,3,100,12
2120316,4,L20316,3,1,5,2,2,5,47
2120315,4,L20315,4,1,5,2,5,100,16
2120303,2,L20303,3,4,3,2,1,100,24
2120312,2,L20312,4,3,2,2,5,3,24
2120306,3,L20306,3,4,5,2,1,100,24
2120310,3,L20310,3,2,5,2,1,5,16
2120319,0,L20319,5,4,3,5,4,100,24
2120308,3,L20308,3,2,5,2,3,100,24
2120311,2,L20311,4,2,5,2,3,5,24
2120302,1,L20302,5,4,5,1,2,5,24
2120307,4,L20307,3,1,5,2,4,5,47
2120309,3,L20309,3,2,5,2,2,20,24
2120413,0,L20413,5,3,3,1,3,100,24
2120403,5,L20403,3,1,5,2,5,100,36
2120407,1,L20407,2,2,2,2,1,100,24
2120410,0,L20410,2,4,2,4,3,25,24
2120411,4,L20411,3,2,5,2,5,100,12
2120401,0,L20401,2,3,4,1,3,100,106
2120406,2,L20406,3,3,5,1,1,100,24
2120418,3,L20418,3,2,5,2,1,5,24
2120415,3,L20415,3,2,5,2,3,5,47
2120416,3,L20416,3,1,5,4,1,5,47
2120420,3,L20420,1,1,5,2,4,5,47
2120405,2,L20405,3,2,5,1,2,100,24
2120419,1,L20419,5,1,1,1,1,100,12
2120402,1,L20402,5,3,5,3,4,100,24
2120421,1,L20421,2,3,1,2,4,100,24
2120414,3,L20414,3,4,5,2,1,5,12
2120417,1,L20417,4,3,5,4,3,100,12
2120412,2,L20412,2,4,5,2,4,100,24
2120206,2,L20206,5,5,5,3,5,100,24
2120208,3,L20208,3,2,5,2,3,100,24
2120219,1,L20219,3,4,3,4,3,100,96
2120217,2,L20217,3,2,3,2,3,100,24
2120210,3,L20210,3,3,5,2,4,100,24
2120204,3,L20204,3,3,5,2,2,100,24
2120211,4,L20211,3,1,5,4,5,5,47
2120209,4,L20209,3,4,5,2,5,100,6
2120207,3,L20207,3,2,5,2,2,500,47
2120221,0,L20221,1,3,1,4,4,100,24
2120215,3,L20215,3,2,5,2,3,100,48
2120203,2,L20203,3,1,2,3,3,99,24
2120213,4,L20213,3,1,5,2,2,100,24
2120212,1,L20212,3,3,3,3,3,33,33
2120202,3,L20202,3,1,5,3,2,100,24
2120216,1,L20216,3,3,3,3,3,3,3
2120201,3,L20201,3,4,3,2,5,100,24
2120220,1,L20220,2,4,2,2,1,100,24
1610631,0,R10631,5,5,3,4,3,123,123
1610602,1,R10602,4,3,5,5,3,12,12
1610601,2,R10601,4,4,5,2,2,12,12
1610801,0,R10801,2,2,2,1,1,33,22
2610401,1,E10401,1,1,1,1,1,88,99
1610822,4,R10822,3,1,5,2,3,5,48
1610820,1,R10820,5,2,5,1,3,100,24
1610815,3,R10815,3,1,2,2,2,5,24
1610824,2,R10824,2,4,5,2,4,100,24
1610807,1,R10807,3,2,4,4,4,20,24
1610812,2,R10812,1,1,5,4,2,100,30
1610828,5,R10828,3,1,5,2,5,100,24
1610817,3,R10817,3,4,5,2,4,100,47
1610827,0,R10827,4,5,1,1,3,100,24
1610829,0,R10829,2,2,3,4,3,100,24
1610826,4,R10826,3,1,2,2,5,100,24
1610803,3,R10803,3,2,5,2,1,100,24
1610809,3,R10809,3,1,5,3,3,100,24
1610811,0,R10811,1,5,1,1,4,123456,123456
1610821,4,R10821,3,1,5,3,5,100,48
1610804,2,R10804,5,3,5,4,5,20,24
1610825,4,R10825,3,1,5,2,3,5,47
1610810,2,R10810,3,1,4,5,3,100,24
1610805,2,R10805,3,5,5,4,3,100,12
1610802,2,R10802,3,1,4,4,3,190,45
1610631,3,R10631,3,1,5,5,3,100,23
1610603,3,R10603,3,4,5,2,3,1000,24
1610628,3,R10628,3,1,5,4,3,100,24
1610622,5,R10622,3,1,5,2,5,100,24
1610605,3,R10605,3,4,5,3,5,100,24
1610601,3,R10601,3,1,5,4,3,1,47
1610629,4,R10629,3,1,5,2,4,1000,24
1610613,4,R10613,3,1,5,2,3,100,24
1610619,0,R10619,5,3,3,3,3,5,47
1610630,3,R10630,3,4,5,4,5,500,24
1610609,3,R10609,3,1,5,3,3,100,24
1610627,1,R10627,2,1,1,3,3,100,24
1610621,4,R10621,3,1,5,2,3,100,47
1610604,4,R10604,3,1,5,2,1,5,24
1610610,3,R10610,3,2,5,2,4,100,24
1610625,4,R10625,3,1,5,2,4,5,47
1610611,1,R10611,2,2,3,4,5,613,309
1610623,3,R10623,3,1,5,1,3,100,24
1610607,1,R10607,1,1,3,3,4,100,24
1610624,1,R10624,3,2,4,3,4,100,24
1610620,1,R10620,5,3,5,1,2,100,24
1610606,1,R10606,1,1,1,1,3,97,78
1610617,2,R10617,1,4,5,2,3,100,24
1610615,3,R10615,3,1,5,5,4,5,24
1610329,5,R10329,3,1,5,2,5,100,47
1610308,2,R10308,2,1,5,5,3,100,24
1610306,4,R10306,3,1,5,2,1,100,3
1610312,3,R10312,3,1,2,2,3,100,24
1610330,5,R10330,3,1,5,2,5,100,24
1610310,3,R10310,3,2,1,2,5,100,24
1610315,3,R10315,3,1,2,2,3,5,47
1610328,4,R10328,3,1,5,2,1,5,47
1610318,0,R10318,4,4,4,4,2,100,30
1610303,1,R10303,4,3,5,1,1,100,24
1610327,4,R10327,3,1,5,2,3,5,24
1610323,3,R10323,3,4,5,2,4,10,24
1610324,5,R10324,3,1,5,2,5,5,8
1610322,2,R10322,5,1,5,5,3,500,24
1610302,5,R10302,3,1,5,2,5,5,47
1610304,4,R10304,3,1,5,4,5,5,24
1610325,2,R10325,5,1,5,4,3,100,12
1610313,3,R10313,3,1,5,3,2,100,24
1610320,2,R10320,4,3,5,2,2,100,24
1610311,3,R10311,3,1,5,1,3,100,24
1610301,1,R10301,4,3,4,2,4,100,36
1610305,3,R10305,2,1,5,2,4,100,24
1610319,1,R10319,3,3,2,4,4,2082,8493843
1610309,2,R10309,3,2,5,4,1,100,24
1610331,5,R10331,3,1,5,2,5,100,24
1610326,4,R10326,3,1,5,2,1,100,24
1610317,1,R10317,5,3,3,2,2,5,24
1610307,5,R10307,3,1,5,2,5,100,6
1610316,5,R10316,3,1,5,2,5,100,16
1610314,1,R10314,1,3,5,4,4,100,24
1610202,3,R10202,3,4,5,2,1,5,28
1610213,3,R10213,3,1,5,4,4,500,12
1610230,3,R10230,3,4,5,2,2,100,24
1610218,4,R10218,3,1,5,2,1,100,100
1610223,0,R10223,5,2,1,1,2,32,2
1610222,4,R10222,3,1,5,2,4,500,12
1610212,1,R10212,3,3,3,3,3,1000,12
1610229,1,R10229,3,3,3,4,2,5,24
1610206,3,R10206,3,4,5,2,1,100,40
1610208,1,R10208,3,5,3,4,3,100,24
1610232,1,R10232,3,4,4,5,1,44,48
1610225,3,R10225,3,1,5,1,2,5,12
1610215,3,R10215,3,1,5,3,4,100,24
1610217,2,R10217,5,2,5,2,4,80,24
1610201,2,R10201,3,1,1,3,2,100,12
1610216,3,R10216,3,5,5,2,4,100,24
1610205,5,R10205,3,1,5,2,5,100,47
1610224,2,R10224,3,3,5,5,4,100,47
1610207,4,R10207,3,1,5,2,3,5,47
1610231,0,R10231,2,4,4,4,2,100,12
1610204,4,R10204,3,1,5,2,3,100,24
1610211,1,R10211,3,4,2,3,4,100,28
1610227,1,R10227,3,3,2,5,3,100,24
1610214,5,R10214,3,1,5,2,5,100,12
1610228,5,R10228,3,1,5,2,5,100,36
1610220,0,R10220,1,3,3,4,4,44,43554
1610210,3,R10210,3,1,5,4,2,100,24
2610113,2,E10113,3,2,5,1,4,100,24
2610105,1,E10105,4,2,5,4,1,100,24
2610103,1,E10103,2,5,5,3,4,100,24
2610118,2,E10118,1,3,5,4,5,100,24
2610111,3,E10111,3,2,5,3,5,100,24
2610108,1,E10108,5,3,5,3,1,100,80
2610104,2,E10104,3,2,3,2,4,100,44
2610117,4,E10117,3,1,5,2,1,5,16
2610106,4,E10106,3,1,5,4,5,100,24
2610116,5,E10116,3,1,5,2,5,100,24
2610102,1,E10102,3,3,3,3,3,500,24
2610114,2,E10114,3,2,5,1,4,100,24
2610107,1,E10107,3,3,3,1,1,100,24
2610218,4,E10218,3,1,5,2,3,100,24
2610213,3,E10213,1,1,5,4,5,100,5
2610205,1,E10205,2,2,2,2,2,2312312,12312
2610208,1,E10208,3,3,3,3,3,3,3
2610219,1,E10219,5,3,5,4,3,100,24
2610209,4,E10209,3,1,5,3,5,100,24
2610201,5,E10201,3,1,5,2,5,100,47
2610206,1,E10206,1,1,1,1,1,500,24
2610217,3,E10217,3,2,5,2,3,100,24
2610216,3,E10216,3,1,5,4,1,100,47
2610203,1,E10203,5,4,5,4,3,100,24
2610202,5,E10202,3,1,5,2,5,100,24
2610204,1,E10204,3,4,3,4,3,1000,24
2610212,2,E10212,3,2,5,1,2,100,24
2610215,1,E10215,2,4,5,1,4,100,24
2610307,4,E10307,3,3,5,2,5,100,24
2610304,1,E10304,5,4,3,2,1,43,23
2610313,1,E10313,2,3,5,1,1,100,24
2610311,1,E10311,5,4,3,4,5,100,24
2610306,1,E10306,4,2,5,4,4,10,2
2610317,3,E10317,3,1,5,3,3,100,24
2610316,3,E10316,3,1,5,3,1,100,24
2610305,2,E10305,1,1,2,2,2,32,6
2610312,3,E10312,3,1,5,4,3,100,24
2610310,3,E10310,3,4,5,2,1,100,24
2610314,2,E10314,1,1,3,2,4,100,76
2610318,4,E10318,3,1,5,2,3,100,24
2610302,2,E10302,4,3,5,2,4,12,11
2610308,1,E10308,3,5,2,3,2,5,24
2610301,1,E10301,5,2,4,2,4,100,24
2610303,1,E10303,4,2,5,4,3,100,24
2610315,2,E10315,3,2,4,2,4,100,24
2610309,0,E10309,0,0,0,0,0,0,0
2610409,1,E10409,3,2,2,4,3,100,24
2610411,4,E10411,3,3,5,2,5,100,96
2610414,4,E10414,4,1,5,2,5,100,24
2610418,4,E10418,3,1,5,2,4,100,24
2610404,3,E10404,3,1,5,3,1,100,24
2610412,3,E10412,3,4,5,2,2,100,24
2610408,4,E10408,3,1,5,2,4,100,29
2610410,3,E10410,3,1,5,4,3,100,24
2610405,2,E10405,3,4,5,3,4,100,5
2610401,3,E10401,3,1,5,4,1,100,24
2610407,0,E10407,2,3,3,3,3,10,24
2610415,1,E10415,5,5,1,2,3,100,24
2610417,4,E10417,3,1,5,2,4,1,1
2610413,1,E10413,2,3,3,2,1,100,24
2610403,2,E10403,5,5,5,5,5,20,24
2610402,2,E10402,3,4,3,1,5,100,24
2610416,1,E10416,1,3,5,1,4,100,38
2210708,1,Q10708,2,2,5,4,3,666,666
2210706,5,Q10706,3,1,5,2,5,100,47
2210720,2,Q10720,5,3,5,2,3,100,24
2210704,1,Q10704,3,2,3,4,3,100,24
2210726,1,Q10726,4,4,5,4,3,1,2
2210716,5,Q10716,3,1,5,2,5,100,24
2210707,2,Q10707,3,1,4,4,3,8282,2828
2210705,3,Q10705,3,3,5,2,1,100,24
2210712,1,Q10712,3,3,3,4,2,20,23
2210711,1,Q10711,3,4,3,4,3,1,7
2210703,1,Q10703,2,4,5,1,2,100,24
2210723,2,Q10723,3,4,5,3,1,100,24
2210721,1,Q10721,3,2,3,3,1,0,48
2210709,1,Q10709,3,3,3,3,3,12,54
2210710,1,Q10710,3,4,1,5,1,12,42
2210719,2,Q10719,3,2,5,3,4,999,999
2210713,1,Q10713,3,3,4,3,3,5,24
2210717,2,Q10717,3,3,3,2,3,0,0
2210714,1,Q10714,5,3,4,2,3,1,3
2210702,5,Q10702,3,1,5,2,5,5,47
2210715,1,Q10715,3,4,1,5,2,100,24
2210727,3,Q10727,3,4,5,2,1,100,24
2210718,0,Q10718,1,3,3,3,3,100,24
2210722,4,Q10722,3,1,5,2,1,100,24
2210510,2,Q10510,2,2,5,2,1,5,24
2210502,4,Q10502,3,1,5,2,1,100,24
2210516,3,Q10516,3,4,5,2,3,100,999
2210521,5,Q10521,3,1,5,2,5,5,47
2210503,4,Q10503,3,1,5,2,1,100,12
2210520,4,Q10520,3,1,5,4,5,100,24
2210509,3,Q10509,2,5,5,2,5,100,24
2210523,5,Q10523,3,1,5,2,5,100,24
2210504,1,Q10504,2,3,3,4,5,100,24
2210508,3,Q10508,3,3,5,2,4,100,24
2210511,1,Q10511,2,2,3,3,5,100,24
2210505,5,Q10505,3,1,5,2,5,5,47
2210515,4,Q10515,3,4,5,2,5,5,24
2210506,5,Q10506,3,1,5,2,5,5,24
2210513,3,Q10513,3,2,5,2,1,100,24
2210512,1,Q10512,2,2,5,3,1,100,50
2210522,0,Q10522,4,3,3,4,3,100,24
2210501,4,Q10501,3,2,5,2,5,100,24
2210514,1,Q10514,4,4,5,4,3,100,24
2210518,1,Q10518,3,4,2,3,4,100,24
2210507,2,Q10507,3,3,5,4,3,100,24
2210519,5,Q10519,3,1,5,2,5,100,24
2210517,0,Q10517,1,2,3,4,4,100,24
2210308,2,Q10308,3,2,5,4,4,100,24
2210314,1,Q10314,3,3,3,3,3,3,24
2210313,3,Q10313,2,4,5,2,5,5,24
2210321,0,Q10321,5,4,3,5,1,100,24
2210312,3,Q10312,3,2,5,2,1,100,24
2210320,2,Q10320,3,3,3,4,5,100,24
2210322,4,Q10322,3,4,5,2,5,125,24
2210317,2,Q10317,4,3,3,2,5,100,25
2210306,1,Q10306,2,2,2,2,2,100,28
2210307,3,Q10307,4,1,5,2,3,100,24
2210303,5,Q10303,3,1,5,2,5,5,47
2210304,5,Q10304,3,1,5,2,5,5,47
2210319,1,Q10319,2,5,1,4,5,100000,3
2210318,1,Q10318,3,3,3,3,3,100,48
2210310,5,Q10310,3,1,5,2,5,100,47
2210325,0,Q10325,5,4,3,4,1,100,365
2210305,1,Q10305,2,2,3,2,2,1,47
2210316,2,Q10316,5,2,5,2,1,30,24
2210311,2,Q10311,4,5,5,2,3,100,24
2210324,3,Q10324,2,1,5,2,4,100,24
2210309,5,Q10309,3,1,5,2,5,5,47
2210302,4,Q10302,5,1,5,2,5,5,24
2210315,4,Q10315,3,1,5,2,4,100,47
2210323,2,Q10323,3,1,4,5,2,100,24
2210301,0,Q10301,5,2,3,5,4,100,24
2210405,2,Q10405,4,4,5,2,4,100,28
2210403,2,Q10403,5,4,5,2,3,1,24
2210404,3,Q10404,3,4,5,2,4,100,24
2210424,2,Q10424,3,4,5,4,4,100,24
2210411,4,Q10411,3,1,5,2,4,1,24
2210415,1,Q10415,4,2,5,5,3,50,24
2210402,4,Q10402,3,1,5,2,4,100,24
2210409,4,Q10409,3,1,5,2,1,100,24
2210401,4,Q10401,3,1,5,2,1,5,24
2210410,4,Q10410,3,3,5,2,5,100,24
2210407,3,Q10407,3,4,5,2,3,100,152
2210406,1,Q10406,3,2,3,4,1,100,7
2210408,4,Q10408,3,1,5,2,3,5,47
2210414,3,Q10414,1,1,5,2,3,500,47
2210418,4,Q10418,3,1,5,2,3,100,24
2210420,5,Q10420,3,1,5,2,5,500,36
2210419,2,Q10419,3,4,5,3,1,100,1
2210417,2,Q10417,3,3,5,1,1,100,24
2210425,1,Q10425,3,3,3,4,2,100,12
2210416,5,Q10416,3,1,5,2,5,5,8
2210412,1,Q10412,3,4,2,3,3,100,96
2210422,3,Q10422,4,1,5,2,4,100,24
2210423,3,Q10423,3,3,5,2,1,100,24
2210413,1,Q10413,2,3,5,4,1,100,24
2220710,5,Q20710,3,1,5,2,5,5,24
2220705,5,Q20705,3,1,5,2,5,100,36
2220711,4,Q20711,3,1,5,2,2,100,3
2220707,5,Q20707,3,1,5,2,5,100,24
2220709,4,Q20709,5,1,5,2,5,20,12
2220718,2,Q20718,5,2,5,2,4,1000,24
2220714,4,Q20714,3,1,5,2,1,100,36
2220721,4,Q20721,3,1,5,2,3,100,24
2220723,1,Q20723,4,4,5,3,2,100,12
2220717,3,Q20717,3,2,5,2,1,100,12
2220720,1,Q20720,1,3,3,2,3,100,24
2220708,5,Q20708,3,1,5,2,5,100,36
2220713,2,Q20713,4,3,5,2,4,100,24
2220706,5,Q20706,3,1,5,2,5,100,32
2220704,3,Q20704,2,4,5,2,5,100,24
2220701,5,Q20701,3,1,5,2,5,100,47
2220703,3,Q20703,3,2,2,2,5,100,47
2220715,2,Q20715,3,3,5,3,3,100,36
2220716,1,Q20716,2,4,5,3,3,50,12
2220702,2,Q20702,3,2,4,2,3,100,24
2220719,3,Q20719,3,4,5,2,3,100,24
2220317,0,Q20317,5,5,4,5,3,23415,155
2220324,0,Q20324,0,0,0,0,0,0,0
2220321,0,Q20321,1,2,2,1,2,100,99
2220302,3,Q20302,3,4,5,2,3,34,5
2220316,0,Q20316,2,4,2,3,4,100,24
2220323,0,Q20323,0,0,0,0,0,0,0
2220314,5,Q20314,3,1,5,2,5,5,47
2220322,2,Q20322,3,4,3,2,4,50,24
2220313,5,Q20313,3,1,5,2,5,5,47
2220307,4,Q20307,3,1,5,2,3,5,24
2220312,2,Q20312,3,2,5,4,3,5,47
2220304,3,Q20304,3,3,5,2,1,100,24
2220318,5,Q20318,3,1,5,2,5,5,21
2220308,5,Q20308,3,1,5,2,5,100,12
2220306,2,Q20306,3,4,3,2,3,1,12
2220315,0,Q20315,4,4,3,4,1,100,24
2220301,3,Q20301,3,5,5,2,3,100,24
2220310,3,Q20310,3,4,5,2,4,50,24
2220320,5,Q20320,3,1,5,2,5,1,47
2220309,1,Q20309,5,3,5,4,4,100,24
2220305,2,Q20305,3,4,5,4,1,5,25
2220319,5,Q20319,3,1,5,2,5,1,47
2220311,1,Q20311,1,1,1,1,1,1,1
2220303,1,Q20303,3,3,3,3,3,1,1
2220506,2,Q20506,4,3,5,2,1,20,47
2220504,0,Q20504,1,4,4,4,3,100,24
2220509,3,Q20509,3,1,5,4,1,5,24
2220521,0,Q20521,4,3,1,3,4,100,46
2220512,2,Q20512,4,3,5,2,3,100,24
2220502,1,Q20502,3,3,2,4,4,10000000,90
2220523,2,Q20523,3,3,5,4,3,100,24
2220508,1,Q20508,3,3,2,5,3,100,24
2220516,0,Q20516,4,3,1,1,4,100,7
2220501,5,Q20501,3,1,5,2,5,5,1234
2220507,1,Q20507,3,2,1,3,2,100,47
2220510,3,Q20510,3,4,3,2,5,5,24
2220503,2,Q20503,5,4,5,2,3,500,24
2220514,5,Q20514,3,1,5,2,5,5,12
2220505,5,Q20505,3,1,5,2,5,100,24
2220518,3,Q20518,3,2,5,2,4,100,24
2220511,2,Q20511,3,1,2,4,1,100,24
2220515,1,Q20515,2,4,1,2,4,232,23
2220513,2,Q20513,3,4,5,4,3,100,12
2220522,2,Q20522,3,4,5,4,3,100,24
2220519,4,Q20519,3,1,5,2,1,100,6
2220517,1,Q20517,3,3,3,3,3,100,24
2220823,0,Q20823,2,3,3,4,3,100,46
2220806,3,Q20806,3,3,5,2,1,5,47
2220802,0,Q20802,4,3,3,3,3,100,24
2220814,1,Q20814,4,3,3,5,5,4,123
2220822,0,Q20822,4,3,2,4,4,2,5
2220813,2,Q20813,3,3,3,3,5,1,2
2220803,4,Q20803,3,1,5,2,1,5,47
2220815,2,Q20815,4,5,5,5,5,100,24
2220809,1,Q20809,4,4,5,4,4,100,24
2220808,1,Q20808,3,5,2,3,1,40,24
2220807,2,Q20807,3,3,5,1,1,5,47
2220816,2,Q20816,1,3,5,2,3,5,47
2220818,2,Q20818,2,3,5,2,4,100,47
2220810,1,Q20810,4,4,5,5,4,100,24
2220817,1,Q20817,2,3,5,1,4,100,100
2220819,3,Q20819,3,3,5,2,4,0,24
2220811,4,Q20811,3,1,5,2,1,5,47
2220820,0,Q20820,4,3,4,4,4,4,4
2220804,0,Q20804,4,4,4,4,4,100,24
2220812,3,Q20812,3,4,5,2,3,5,47
2310228,4,J10228,3,1,5,2,1,5,47
2310226,3,J10226,3,1,5,1,3,100,24
2310204,0,J10204,1,4,1,1,2,100,24
2310224,2,J10224,3,2,5,1,3,100,24
2310218,4,J10218,3,1,5,2,3,100,24
2310206,5,J10206,3,1,5,2,5,100,24
2310201,1,J10201,3,3,2,4,4,3,8
2310227,0,J10227,4,3,4,3,4,100,24
2310215,5,J10215,3,1,5,2,5,100,24
2310221,1,J10221,3,3,3,3,2,100,3
2310216,0,J10216,2,2,3,1,4,100,24
2310220,4,J10220,2,1,5,2,5,100,24
2310222,4,J10222,3,1,5,4,5,5,12
2310213,3,J10213,3,2,5,2,3,100,24
2310219,3,J10219,2,4,5,2,5,100,24
2310207,0,J10207,2,4,3,4,1,100,24
2310209,1,J10209,2,2,5,4,4,100,24
2310223,2,J10223,3,3,5,4,1,100,12
2310214,2,J10214,1,2,5,2,3,100,24
2310205,5,J10205,3,1,5,2,5,100,47
2310202,4,J10202,3,3,5,2,5,100,12
2310211,3,J10211,3,2,5,5,5,100,1
2310229,5,J10229,3,1,5,2,5,5,47
2310212,5,J10212,3,1,5,2,5,100,12
2310210,3,J10210,2,2,5,2,5,100,24
2310203,4,J10203,3,2,5,2,5,100,24
2310217,2,J10217,5,4,5,2,3,100,48
2310208,3,J10208,3,3,5,2,3,100,24
2310323,2,J10323,3,4,5,4,3,100,12
2310314,3,J10314,3,4,5,4,5,100,24
2310306,2,J10306,1,1,2,2,1,200,6
2310329,3,J10329,3,1,5,1,4,100,24
2310309,5,J10309,3,1,5,2,5,100,24
2310326,5,J10326,3,1,5,2,5,100,24
2310313,5,J10313,3,1,5,2,5,100,24
2310302,1,J10302,3,4,4,3,3,100,24
2310312,4,J10312,3,1,5,4,5,60,12
2310305,4,J10305,3,4,5,2,5,100,24
2310315,5,J10315,3,1,5,2,5,100,24
2310311,1,J10311,2,2,3,2,4,200,0
2310324,3,J10324,3,1,5,5,3,100,24
2310322,5,J10322,3,1,5,2,5,100,47
2310304,3,J10304,3,4,2,2,5,5,24
2310319,4,J10319,3,1,5,2,2,20,24
2310317,2,J10317,1,4,5,2,2,100,24
2310327,0,J10327,2,2,1,1,1,90,24
2310301,2,J10301,4,5,5,2,3,36,38
2310310,2,J10310,2,4,5,2,3,100,24
2310318,1,J10318,5,4,5,4,3,100,24
2310307,0,J10307,4,3,3,3,3,100,24
2310316,1,J10316,3,3,2,4,3,5,24
2310320,2,J10320,3,4,3,2,3,100,3
2310303,4,J10303,3,1,5,2,3,20,24
2310328,3,J10328,3,1,5,3,4,12,5
2310308,3,J10308,3,4,5,2,3,100,24
2310321,4,J10321,3,1,5,2,3,1,47
2310325,4,J10325,5,1,5,2,5,20,24
2310803,2,J10803,3,5,5,4,1,100,24
2310804,3,J10804,3,3,5,2,3,100,48
2310813,4,J10813,3,1,5,3,5,100,12
2310806,1,J10806,1,3,3,3,5,100,24
2310815,1,J10815,5,2,5,3,4,0,0
2310827,5,J10827,3,1,5,2,5,5,24
2310822,0,J10822,2,3,1,4,1,20,24
2310817,3,J10817,3,2,5,4,5,100,24
2310802,4,J10802,3,2,5,2,5,100,24
2310816,2,J10816,3,5,5,4,4,100,24
2310801,4,J10801,3,5,5,2,5,500,12
2310814,5,J10814,3,1,5,2,5,5,24
2310809,1,J10809,1,3,1,1,5,25,76
2310807,4,J10807,3,2,5,2,5,100,24
2310821,4,J10821,3,4,5,2,5,100,12
2310818,5,J10818,3,1,5,2,5,100,16
2310829,1,J10829,4,2,5,1,4,100,24
2310805,4,J10805,3,3,5,2,5,5,47
2310828,4,J10828,3,2,5,2,5,100,36
2310830,5,J10830,3,1,5,2,5,100,12
2310810,4,J10810,3,5,5,2,5,5,24
2310826,3,J10826,2,3,5,2,5,100,24
2310824,1,J10824,3,2,4,4,3,100,24
2311018,5,J11018,3,1,5,2,5,5,47
2311023,3,J11023,5,5,5,2,5,100,4
2311013,1,J11013,4,4,5,3,1,100,24
2311024,1,J11024,4,3,2,4,5,100,24
2311001,5,J11001,3,1,5,2,5,100,24
2311008,1,J11008,5,5,4,2,4,100,24
2311027,3,J11027,3,1,5,1,1,100,47
2311006,1,J11006,5,3,3,4,5,50000,50
2311010,4,J11010,3,1,5,1,5,5,47
2311022,5,J11022,3,1,5,2,5,100,96
2311016,2,J11016,3,2,5,4,3,4,4
2311014,1,J11014,3,4,3,3,2,20,24
2311003,1,J11003,1,2,3,4,5,100,24
2311026,5,J11026,3,1,5,2,5,100,47
2311025,4,J11025,3,2,5,2,5,100,47
2311009,5,J11009,3,1,5,2,5,100,12
2311004,1,J11004,1,1,1,1,1,0,0
2311028,5,J11028,3,1,5,2,5,5,47
2311011,5,J11011,3,1,5,2,5,100,24
2311019,1,J11019,5,3,5,3,2,100,24
2311021,5,J11021,3,1,5,2,5,100,24
2311029,0,J11029,5,2,3,3,4,100,14
2311005,5,J11005,3,1,5,2,5,100,24
2311015,5,J11015,3,1,5,2,5,100,24
1210411,3,P10411,5,2,5,2,5,100,24
1210420,2,P10420,5,3,5,2,2,0,0
1210414,4,P10414,3,1,5,2,1,5,28
1210415,5,P10415,3,1,5,2,5,5,36
1210406,4,P10406,3,1,5,2,1,100,2
1210403,2,P10403,4,2,5,2,1,100,24
1210409,4,P10409,3,1,2,2,5,100,24
1210404,4,P10404,3,1,5,2,4,5,0
