id,score,participant.label,player.cq1,player.cq2,player.cq3,player.cq4,player.cq5,player.cq6,player.cq7
1210424,1,P10424,2,4,5,4,1,100,12
1210412,4,P10412,3,3,5,2,5,50,24
1210413,0,P10413,1,3,2,5,2,100,2
1210418,4,P10418,3,3,5,2,5,5,47
1210405,5,P10405,3,1,5,2,5,100,24
1210410,4,P10410,3,3,5,2,5,5,24
1210402,2,P10402,4,2,5,2,4,100,12
1210408,5,P10408,3,1,5,2,5,5,12
1210401,2,P10401,1,1,5,1,1,5,47
1210419,5,P10419,3,1,5,2,5,5,24
1210425,0,P10425,2,2,3,4,1,3333,24
1210423,5,P10423,3,1,5,2,5,5,24
1210407,5,P10407,3,1,5,2,5,100,36
1210417,1,P10417,2,3,5,4,4,100,28
1210207,4,P10207,3,1,5,2,4,100,12
1210215,3,P10215,3,1,1,2,4,100,24
1210206,2,P10206,4,3,5,4,5,100,24
1210214,1,P10214,2,2,5,1,3,100,24
1210209,5,P10209,3,1,5,2,5,100,12
1210208,3,P10208,2,1,5,2,4,100,24
1210219,5,P10219,3,1,5,2,5,100,24
1210210,3,P10210,5,4,5,2,5,20,24
1210205,4,P10205,3,1,5,4,5,5,12
1210220,5,P10220,3,1,5,2,5,5,24
1210217,0,P10217,5,2,4,1,4,100,21
1210218,4,P10218,3,3,5,2,5,100,5
1210212,0,P10212,1,2,3,4,2,30,6
1210216,1,P10216,3,4,3,3,3,100,24
1210221,2,P10221,3,3,5,4,2,20,24
1210211,4,P10211,3,3,5,2,5,5,47
1210202,5,P10202,3,1,5,2,5,100,24
1210222,1,P10222,5,3,5,1,4,100,12
1210213,5,P10213,3,1,5,2,5,100,24
1210204,3,P10204,3,1,3,2,3,5,36
1210225,0,P10225,2,4,3,4,2,100,24
1210201,0,P10201,4,3,2,3,4,100,24
1210223,1,P10223,3,3,2,4,3,100,96
1210224,5,P10224,3,1,5,2,5,5,47
1210114,2,P10114,5,4,5,2,3,5,12
1210122,5,P10122,3,1,5,2,5,5,47
1210123,5,P10123,3,1,5,2,5,100,24
1210119,2,P10119,5,3,5,2,1,100,24
1210106,0,P10106,4,4,3,4,2,100,24
1210109,2,P10109,5,4,5,2,3,20,12
1210112,5,P10112,3,1,5,2,5,100,16
1210120,1,P10120,1,4,5,3,4,100,16
1210111,3,P10111,3,4,5,2,4,100,24
1210103,2,P10103,3,2,3,2,4,100,3
1210107,3,P10107,3,2,5,3,5,100,96
1210105,2,P10105,2,2,5,2,3,100,24
1210117,0,P10117,5,3,1,4,3,100,48
1210108,1,P10108,5,2,1,4,5,23,2
1210124,5,P10124,3,1,5,2,5,5,47
1210116,2,P10116,3,5,3,2,3,5,24
1210115,3,P10115,3,3,5,2,1,100,4
1210110,2,P10110,2,2,5,2,4,100,24
1210104,2,P10104,3,1,2,4,3,100,36
1210101,3,P10101,3,2,5,2,1,100,24
1210113,3,P10113,3,5,5,4,5,100,12
1210121,3,P10121,3,4,5,2,3,100,24
1210125,0,P10125,2,2,3,3,2,100,24
1210118,2,P10118,3,3,5,4,2,12,12
1210519,4,P10519,3,2,5,2,5,100,12
1210515,0,P10515,2,2,3,4,1,100,24
1210513,3,P10513,5,3,5,2,5,100,24
1210505,0,P10505,4,2,3,4,4,42567,4357
1210523,3,P10523,4,4,5,2,5,100,24
1210503,2,P10503,2,2,2,2,5,5,24
1210502,4,P10502,3,1,5,2,3,5,12
1210508,5,P10508,3,1,5,2,5,100,24
1210525,1,P10525,4,3,2,4,5,100,24
1210524,0,P10524,4,2,3,3,4,100,24
1210509,0,P10509,2,5,1,4,1,90,6
1210501,4,P10501,3,1,5,2,1,100,24
1210510,0,P10510,4,2,3,4,4,234,325436
1210507,5,P10507,3,1,5,2,5,5,12
1210512,3,P10512,3,4,5,4,5,100,24
1210514,3,P10514,3,3,4,2,5,5,24
1210506,3,P10506,3,1,5,3,2,5,12
1210511,1,P10511,2,3,5,4,3,5,24
1210504,3,P10504,1,1,1,2,5,500,24
1210521,3,P10521,3,4,5,2,1,100,16
1210520,3,P10520,3,4,5,2,3,100,8729
1210518,3,P10518,5,4,5,2,5,100,24
1210516,3,P10516,3,2,5,2,1,19,12
1210517,5,P10517,3,1,5,2,5,5,12
1410123,3,F10123,3,2,5,2,3,100,36
1410113,3,F10113,3,3,5,2,1,5,24
1410112,3,F10112,1,5,5,2,5,5,24
1410120,5,F10120,3,1,5,2,5,100,24
1410127,1,F10127,3,3,3,5,1,100,24
1410106,3,F10106,3,3,5,4,5,100,24
1410101,5,F10101,3,1,5,2,5,5,24
1410116,2,F10116,2,2,5,2,3,100,24
1410124,4,F10124,3,2,5,2,5,100,24
1410121,5,F10121,3,1,5,2,5,100,24
1410117,0,F10117,4,2,1,3,3,100,24
1410110,5,F10110,3,1,5,2,5,5,12
1410108,3,F10108,3,1,5,1,3,100,11
1410129,0,F10129,5,3,3,3,3,100,24
1410104,3,F10104,3,1,2,2,1,100,24
1410128,0,F10128,4,5,2,1,4,100,28
1410122,5,F10122,3,1,5,2,5,5,24
1410103,0,F10103,5,2,3,1,4,100,24
1410114,2,F10114,3,4,3,2,1,100,24
1410111,2,F10111,2,3,5,2,4,100,24
1410125,1,F10125,1,2,3,2,2,123456789,4848
1410107,3,F10107,2,4,5,2,5,100,24
1410119,3,F10119,3,2,5,2,2,100,24
1410421,1,F10421,2,4,3,2,2,100,24
1410409,2,F10409,4,5,5,2,4,100,12
1410420,0,F10420,4,3,3,5,1,100,12
1410410,5,F10410,3,1,5,2,5,100,24
1410416,2,F10416,2,4,5,2,1,100,24
1410402,2,F10402,3,1,2,3,2,20,24
1410417,4,F10417,3,4,5,2,5,100,24
1410414,4,F10414,3,1,5,2,3,5,12
1410412,3,F10412,3,4,5,2,4,1,12
1410404,1,F10404,3,3,3,3,3,11,11
1410426,4,F10426,3,1,5,2,4,20,24
1410407,5,F10407,3,1,5,2,5,100,24
1410419,1,F10419,5,4,3,2,3,100,22
1410423,2,F10423,1,1,5,1,4,100,24
1410408,4,F10408,3,1,5,2,1,100,24
1410411,3,F10411,3,4,5,2,2,100,24
1410428,3,F10428,3,1,5,1,2,20,24
1410401,4,F10401,3,5,5,2,5,5,47
1410413,3,F10413,3,4,5,2,1,20,12
1410406,3,F10406,3,5,5,2,4,100,24
1410422,1,F10422,5,2,5,3,3,100,12
1410424,4,F10424,3,1,5,2,3,100,36
1410427,5,F10427,3,1,5,2,5,100,47
1410425,3,F10425,3,2,5,2,1,100,24
1410415,1,F10415,4,3,4,2,1,5,24
1410403,4,F10403,3,1,5,2,2,100,5
1410726,1,F10726,2,4,3,2,4,100,24
1410718,3,F10718,3,4,5,2,1,100,24
1410715,5,F10715,3,1,5,2,5,100,24
1410723,4,F10723,3,1,5,2,1,5,7
1410720,4,F10720,3,1,5,2,2,100,96
1410709,3,F10709,3,1,1,2,3,100,28
1410722,3,F10722,3,2,5,3,5,5,24
1410706,1,F10706,3,3,1,3,1,100,24
1410719,4,F10719,3,1,2,2,5,100,24
1410702,3,F10702,3,2,5,2,4,100,24
1410716,5,F10716,3,1,5,2,5,100,24
1410712,1,F10712,1,5,5,5,2,5,24
1410703,2,F10703,3,3,5,1,1,5,24
1410714,3,F10714,3,2,5,2,3,100,24
1410708,4,F10708,3,2,5,2,5,100,12
1410725,4,F10725,3,1,5,2,1,100,16
1410704,4,F10704,3,1,5,2,3,0,100
1410705,3,F10705,3,1,5,4,3,100,24
1410701,4,F10701,3,2,5,2,5,100,8
1410713,3,F10713,3,2,5,2,1,100,24
1410724,3,F10724,3,3,5,2,2,100,24
1410707,3,F10707,3,1,5,4,3,100,12
1410717,3,F10717,3,4,5,2,1,100,24
1410801,1,F10801,1,2,2,2,1,1,1
1410803,1,F10803,2,3,3,2,3,20,18
1410821,2,F10821,4,3,5,2,1,100,24
1410805,5,F10805,3,1,5,2,5,100,24
1410808,3,F10808,3,1,5,1,2,100,24
1410809,2,F10809,3,2,5,1,4,5,12
1410811,5,F10811,3,1,5,2,5,100,47
1410802,1,F10802,4,3,5,3,3,100,24
1410813,5,F10813,3,1,5,2,5,5,24
1410818,4,F10818,4,1,5,2,5,5,24
1410822,2,F10822,4,3,5,2,1,100,24
1410827,1,F10827,3,4,2,3,4,100,24
1410807,4,F10807,3,1,5,2,3,100,24
1410814,4,F10814,3,3,5,2,5,25,24
1410817,2,F10817,3,2,3,2,2,100,48
1410816,2,F10816,3,2,5,4,1,5,12
1410825,3,F10825,1,1,5,2,3,100,24
1410804,0,F10804,1,2,2,4,2,100,24
1410812,4,F10812,3,2,5,2,5,100,24
1410815,3,F10815,3,2,5,3,5,100,24
1410820,5,F10820,3,1,5,2,5,100,24
1410810,3,F10810,1,2,5,2,5,5,47
1410824,3,F10824,3,3,5,2,2,100,47
1220512,4,P20512,3,1,5,2,3,5,24
1220515,0,P20515,2,3,3,3,3,5,24
1220518,4,P20518,3,4,5,2,5,5,47
1220513,2,P20513,3,2,5,3,1,5,24
1220520,4,P20520,3,1,5,2,2,5,8
1220505,3,P20505,3,3,4,2,5,7,3
1220507,1,P20507,2,4,2,2,4,5,24
1220504,1,P20504,3,3,4,4,3,1,2
1220517,5,P20517,3,1,5,2,5,5,47
1220514,0,P20514,1,2,1,1,1,100,24
1220510,2,P20510,3,4,5,4,4,100,24
1220516,3,P20516,3,3,5,2,3,100,24
1220521,3,P20521,3,4,5,5,5,5,32
1220503,1,P20503,3,3,1,4,4,5,666666
1220501,2,P20501,3,4,3,2,2,5,47
1220508,1,P20508,4,4,5,4,1,100,24
1220509,5,P20509,3,1,5,2,5,5,24
1220519,2,P20519,3,2,5,4,2,30,12
1220506,3,P20506,3,4,5,2,3,69,6
1220522,1,P20522,3,4,2,4,3,100,24
1220106,2,P20106,2,4,5,2,3,100,24
1220110,2,P20110,3,4,5,1,4,1,24
1220104,2,P20104,2,4,5,2,1,100,24
1220119,4,P20119,3,1,5,2,4,5,24
1220107,4,P20107,3,1,5,2,1,5,24
1220116,1,P20116,3,3,3,1,3,100,24
1220123,3,P20123,3,3,5,2,2,100,24
1220114,3,P20114,3,2,5,2,3,5,47
1220111,5,P20111,3,1,5,2,5,5,47
1220102,1,P20102,2,4,5,4,2,47,24
1220112,3,P20112,3,1,2,2,4,5,47
1220115,5,P20115,3,1,5,2,5,400,47
1220103,1,P20103,2,3,5,4,1,100,24
1220120,4,P20120,3,1,5,2,3,5,24
1220113,1,P20113,4,3,5,3,2,100,24
1220122,4,P20122,3,4,5,2,5,100,24
1220108,1,P20108,1,4,5,1,3,5,24
1220101,5,P20101,3,1,5,2,5,5,47
1220118,4,P20118,3,3,5,2,5,5,24
1220117,2,P20117,3,4,5,4,2,100,24
1220109,0,P20109,1,5,2,1,2,100,96
1220121,4,P20121,3,1,5,2,2,100,24
1220312,1,P20312,4,4,5,3,4,3,4
1220310,1,P20310,1,3,2,2,3,100,24
1220314,2,P20314,4,2,5,2,4,5,24
1220303,1,P20303,1,1,1,1,1,5,123456789
1220311,5,P20311,3,1,5,2,5,5,47
1220302,5,P20302,3,1,5,2,5,5,47
1220315,2,P20315,5,3,5,1,5,100,24
1220319,4,P20319,3,1,5,2,1,100,24
1220321,1,P20321,5,3,4,2,3,100,24
1220307,1,P20307,4,4,5,4,3,5,24
1220322,0,P20322,2,4,3,4,2,100,24
1220318,4,P20318,3,1,5,2,4,5,47
1220313,3,P20313,4,3,5,2,5,25,24
1220305,1,P20305,5,3,4,2,4,100,12
1220301,2,P20301,3,2,5,1,4,5,47
1220317,1,P20317,3,3,3,3,3,100,5
1220320,2,P20320,3,3,5,5,3,5,24
1220309,3,P20309,1,1,5,2,1,100,24
1220316,5,P20316,3,1,5,2,5,5,24
1220306,5,P20306,3,1,5,2,5,5,47
1220304,4,P20304,3,1,5,2,1,5,47
1220209,4,P20209,3,1,5,2,1,100,12
1220218,5,P20218,3,1,5,2,5,5,12
1220223,2,P20223,5,2,5,2,3,100,48
1220208,1,P20208,3,4,1,4,3,100,24
1220217,4,P20217,3,1,5,2,1,5,47
1220206,2,P20206,5,2,5,4,5,100,24
1220216,4,P20216,3,1,5,2,1,5,47
1220215,2,P20215,4,3,5,2,3,100,12
1220222,0,P20222,2,5,4,1,4,10,12
1220214,4,P20214,3,1,5,2,2,100,32
1220219,2,P20219,3,1,2,1,1,100,24
1220220,2,P20220,1,2,5,2,4,100,47
1220203,4,P20203,3,1,5,2,3,5,47
1220202,5,P20202,3,1,5,2,5,5,47
1220211,0,P20211,5,3,3,1,1,100,24
1220210,1,P20210,2,2,5,3,3,100,24
1220204,3,P20204,3,1,5,5,1,100,96
1220201,5,P20201,3,1,5,2,5,100,24
1220221,2,P20221,3,4,3,2,3,100,24
1220212,4,P20212,3,1,5,2,2,5,47
1510208,5,M10208,3,1,5,2,5,100,8
1510201,4,M10201,3,2,5,2,5,100,24
1510223,3,M10223,3,1,4,3,5,100,24
1510233,1,M10233,4,3,5,3,2,100,24
1510204,3,M10204,3,1,5,3,4,100,24
1510205,5,M10205,3,1,5,2,5,100,24
1510222,3,M10222,1,1,5,2,4,100,24
1510220,5,M10220,3,1,5,2,5,100,12
1510224,4,M10224,3,1,5,2,1,100,24
1510212,4,M10212,3,1,5,2,1,100,24
1510227,1,M10227,5,3,5,3,2,4,24
1510229,4,M10229,4,1,5,2,5,100,24
1510215,5,M10215,3,1,5,2,5,100,16
1510203,5,M10203,3,1,5,2,5,100,24
1510211,5,M10211,3,1,5,2,5,100,24
1510210,4,M10210,3,1,5,2,3,100,24
1510232,2,M10232,3,4,3,4,5,100,24
1510202,2,M10202,3,2,4,4,5,100,24
1510230,2,M10230,3,2,5,4,3,100,24
1510231,2,M10231,3,2,1,4,5,20,24
1510207,4,M10207,3,4,5,2,5,100,24
1510206,2,M10206,2,2,5,2,3,100,24
1510225,5,M10225,3,1,5,2,5,20,24
1510213,4,M10213,5,1,5,2,5,100,24
1510218,5,M10218,3,1,5,2,5,100,40
1510216,5,M10216,3,1,5,2,5,100,47
1510217,3,M10217,3,1,5,1,3,100,24
1510221,3,M10221,3,1,5,3,1,100,12
1510214,2,M10214,4,1,5,4,2,100,24
1510209,4,M10209,3,1,1,2,5,100,24
1510219,2,M10219,5,2,5,2,4,1,24
1510316,5,M10316,3,1,5,2,5,100,24
1510304,3,M10304,3,1,5,1,4,20,47
1510310,3,M10310,3,1,5,4,1,100,47
1510320,5,M10320,3,1,5,2,5,100,24
1510330,5,M10330,3,1,5,2,5,100,24
1510327,4,M10327,3,2,5,2,5,100,242
1510312,5,M10312,3,1,5,2,5,100,47
1510319,3,M10319,3,1,5,5,4,20,24
1510306,5,M10306,3,1,5,2,5,100,24
1510315,5,M10315,3,1,5,2,5,5,47
1510301,5,M10301,3,1,5,2,5,5,24
1510331,5,M10331,3,1,5,2,5,100,24
1510313,5,M10313,3,1,5,2,5,100,24
1510311,5,M10311,3,1,5,2,5,100,24
1510302,5,M10302,3,1,5,2,5,5,24
1510305,1,M10305,4,3,5,4,4,100,24
1510333,3,M10333,3,3,5,2,3,100,24
1510329,4,M10329,3,1,5,4,5,100,24
1510328,5,M10328,3,1,5,2,5,100,24
1510307,5,M10307,3,1,5,2,5,100,24
1510308,4,M10308,4,1,5,2,5,100,24
1510309,5,M10309,3,1,5,2,5,100,24
1510332,5,M10332,3,1,5,2,5,100,16
1510314,3,M10314,3,4,5,2,2,100,12
1510326,4,M10326,3,2,5,2,5,100,24
1510317,3,M10317,3,4,5,4,5,10,24
1510318,3,M10318,3,1,2,2,1,100,24
1510325,3,M10325,3,3,5,2,4,100,24
1510322,5,M10322,3,1,5,2,5,100,24
1510321,4,M10321,3,1,5,2,4,100,24
1510324,5,M10324,3,1,5,2,5,100,12
1511020,5,M11020,3,1,5,2,5,5,24
1511008,3,M11008,3,2,5,4,5,500,24
1511028,4,M11028,3,1,5,2,2,100,24
1511009,2,M11009,3,2,5,4,2,100,24
1511023,5,M11023,3,1,5,2,5,100,24
1511004,4,M11004,3,1,5,2,3,100,24
1511015,5,M11015,3,1,5,2,5,100,6
1511013,2,M11013,3,3,4,4,5,20,12
1511001,4,M11001,3,3,5,2,5,100,24
1511003,5,M11003,3,1,5,2,5,100,47
1511014,5,M11014,3,1,5,2,5,100,24
1511002,5,M11002,3,1,5,2,5,100,24
1511026,5,M11026,3,1,5,2,5,100,24
1511005,5,M11005,3,1,5,2,5,100,6
1511021,5,M11021,3,1,5,2,5,100,6
1511007,5,M11007,3,1,5,2,5,100,47
1511022,4,M11022,3,2,5,2,5,100,24
1511030,4,M11030,3,1,5,5,5,100,24
1511016,5,M11016,3,1,5,2,5,100,24
1511010,4,M11010,3,1,5,4,5,100,6
1511024,3,M11024,3,1,3,5,5,100,24
1511006,5,M11006,3,1,5,2,5,100,6
1511019,5,M11019,3,1,5,2,5,5,24
1510609,5,M10609,3,1,5,2,5,100,12
1510625,4,M10625,3,1,5,2,1,100,12
1510627,3,M10627,3,2,5,2,1,100,12
1510601,4,M10601,3,4,5,2,5,100,24
1510610,3,M10610,3,4,5,2,2,100,24
1510626,5,M10626,3,1,5,2,5,5,16
1510628,5,M10628,3,1,5,2,5,5,12
1510619,5,M10619,3,1,5,2,5,100,24
1510622,5,M10622,3,1,5,2,5,100,24
1510607,4,M10607,3,1,5,3,5,100,24
1510620,5,M10620,3,1,5,2,5,5,47
1510621,3,M10621,3,2,5,2,2,100,24
1510602,5,M10602,3,1,5,2,5,100,24
1510614,4,M10614,3,2,5,2,5,100,24
1510604,5,M10604,3,1,5,2,5,100,24
1510606,1,M10606,3,3,3,3,3,100,24
1510624,4,M10624,3,1,5,2,1,100,24
1510613,5,M10613,3,1,5,2,5,100,24
1510630,1,M10630,3,4,4,4,1,100,24
1510603,5,M10603,3,1,5,2,5,5,47
1510623,3,M10623,3,2,5,2,1,1,6
1510611,4,M10611,3,1,5,4,5,100,24
1510616,4,M10616,3,2,5,2,5,20,7
1510615,5,M10615,3,1,5,2,5,100,24
1510612,0,M10612,5,5,3,4,1,100,24
1510629,4,M10629,3,1,5,5,5,100,24
2510501,4,K10501,3,1,5,2,4,5,47
2510507,4,K10507,3,1,5,2,1,100,24
2510509,3,K10509,3,1,1,4,5,5,47
2510518,5,K10518,3,1,5,2,5,100,24
2510524,4,K10524,3,1,5,2,4,100,24
2510521,2,K10521,5,2,5,2,1,5,47
2510503,3,K10503,2,2,5,2,5,100,12
2510505,3,K10505,3,1,1,2,4,5,24
2510511,5,K10511,3,1,5,2,5,5,47
2510531,5,K10531,3,1,5,2,5,100,24
2510508,4,K10508,3,1,5,2,1,100,24
2510519,5,K10519,3,1,5,2,5,5,6
2510516,5,K10516,3,1,5,2,5,100,47
2510514,5,K10514,3,1,5,2,5,100,24
2510529,4,K10529,3,1,2,2,5,100,24
2510504,4,K10504,3,1,5,2,1,5,24
2510506,4,K10506,3,2,5,2,5,100,24
2510513,2,K10513,4,2,5,2,4,100,24
2510515,5,K10515,3,1,5,2,5,20,12
2510512,2,K10512,2,4,5,2,4,5,23
2510525,5,K10525,3,1,5,2,5,5,12
2510528,5,K10528,3,1,5,2,5,100,12
2510502,2,K10502,4,2,5,3,5,20,12
2510526,5,K10526,3,1,5,2,5,100,24
2510532,5,K10532,3,1,5,2,5,100,24
2510520,3,K10520,3,2,5,2,3,100,24
2510527,5,K10527,3,1,5,2,5,100,24
2510530,5,K10530,3,1,5,2,5,5,12
2510523,5,K10523,3,1,5,2,5,100,47
2510522,4,K10522,3,1,2,2,5,100,12
2510510,4,K10510,3,1,5,1,5,100,12
2510709,0,K10709,,,,,,,
2510729,0,K10729,,,,,,,
2510724,0,K10724,,,,,,,
2510726,0,K10726,,,,,,,
2510712,0,K10712,,,,,,,
2510702,0,K10702,,,,,,,
2510721,0,K10721,,,,,,,
2510711,0,K10711,,,,,,,
2510719,0,K10719,,,,,,,
2510710,0,K10710,,,,,,,
2510718,0,K10718,,,,,,,
2510701,0,K10701,,,,,,,
2510720,0,K10720,,,,,,,
2510725,0,K10725,,,,,,,
2510716,0,K10716,,,,,,,
2510708,0,K10708,,,,,,,
2510705,0,K10705,,,,,,,
2510727,0,K10727,,,,,,,
2510717,0,K10717,,,,,,,
2510728,0,K10728,,,,,,,
2510730,0,K10730,,,,,,,
2510703,0,K10703,,,,,,,
2510714,0,K10714,,,,,,,
2510715,0,K10715,,,,,,,
UMMY1,0,DUMMY10101,,,,,,,
2510103,4,K10103,3,1,5,2,2,5,12
2510130,3,K10130,3,2,5,2,4,100,24
2510135,3,K10135,3,1,5,4,3,100,24
2510126,2,K10126,3,2,5,4,3,100,24
2510127,3,K10127,4,1,5,2,3,500,24
2510125,4,K10125,3,1,5,2,1,100,24
2510110,4,K10110,3,1,5,2,3,100,24
2510106,3,K10106,3,3,5,2,3,100,24
2510119,4,K10119,3,1,5,2,2,100,47
2510111,2,K10111,3,4,5,1,4,100,24
2510133,5,K10133,3,1,5,2,5,100,24
2510104,5,K10104,3,1,5,2,5,100,24
2510132,2,K10132,5,4,5,2,3,100,24
2510117,4,K10117,3,2,5,2,5,100,24
2510101,4,K10101,3,1,5,2,1,100,24
2510128,4,K10128,3,1,5,2,4,100,12
2510134,1,K10134,2,3,3,4,5,100,24
2510102,3,K10102,3,1,4,2,1,100,47
2510118,3,K10118,3,3,5,2,3,100,12
2510122,5,K10122,3,1,5,2,5,100,12
2510121,4,K10121,3,1,5,2,4,5,47
2510107,5,K10107,3,1,5,2,5,100,24
2510131,2,K10131,3,3,5,3,3,5,56
2510109,5,K10109,3,1,5,2,5,100,24
2510114,5,K10114,3,1,5,2,5,100,12
2510105,3,K10105,5,1,5,2,4,100,24
2510116,3,K10116,5,1,5,2,2,100,12
2510129,4,K10129,3,1,5,2,3,100,24
2510113,2,K10113,5,1,5,4,4,100,24
2510115,2,K10115,4,2,2,2,5,100,24
2510124,5,K10124,3,1,5,2,5,5,27
2510120,1,K10120,4,3,5,4,4,100,24
2510108,4,K10108,3,3,5,2,5,100,24
2511214,3,K11214,3,3,5,2,2,100,24
2511222,4,K11222,3,2,5,2,5,100,12
2511213,3,K11213,3,5,5,3,5,18,24
2511202,5,K11202,3,1,5,2,5,5,5
2511224,3,K11224,4,3,5,2,5,5,24
2511211,2,K11211,3,1,3,4,2,100,12
2511208,3,K11208,3,1,5,3,2,4,1
2511203,4,K11203,3,1,5,2,3,250,1004
2511219,0,K11219,4,4,4,4,4,5,9
2511228,3,K11228,3,2,5,2,1,100,16
2511216,5,K11216,3,1,5,2,5,100,3
2511226,4,K11226,3,4,5,2,5,100,3
2511212,1,K11212,2,1,1,3,4,1,24
2511207,4,K11207,3,2,5,2,5,5,18
2511220,3,K11220,3,3,5,2,3,5,47
2511204,2,K11204,2,1,2,2,4,100,96
2511218,1,K11218,2,4,3,2,4,56,33
2511217,4,K11217,5,1,5,2,5,100,24
2511227,5,K11227,3,1,5,2,5,5,47
2511225,3,K11225,3,3,5,2,4,5,3
2511223,3,K11223,3,3,5,2,2,5,24
2511221,1,K11221,1,1,1,1,1,1,1
2511210,1,K11210,3,2,1,1,4,100,3
2511205,1,K11205,5,4,2,2,3,100,20
2511209,2,K11209,3,4,5,1,3,0,9
2511201,4,K11201,2,1,5,2,5,1,24
2511206,4,K11206,3,1,5,2,4,100,24
2511215,2,K11215,3,4,5,3,3,1,3000000
2510705,0,K10705,,,,,,,
2510714,0,K10714,,,,,,,
2510721,0,K10721,,,,,,,
2510730,0,K10730,,,,,,,
2510711,0,K10711,,,,,,,
2510724,0,K10724,,,,,,,
2510717,0,K10717,,,,,,,
2510701,0,K10701,,,,,,,
2510709,0,K10709,,,,,,,
2510715,0,K10715,,,,,,,
2510708,0,K10708,,,,,,,
2510726,0,K10726,,,,,,,
2510720,0,K10720,,,,,,,
2510703,0,K10703,,,,,,,
2510702,0,K10702,,,,,,,
2510727,0,K10727,,,,,,,
2510718,0,K10718,,,,,,,
2510716,0,K10716,,,,,,,
2510728,0,K10728,,,,,,,
2510710,0,K10710,,,,,,,
2510729,0,K10729,,,,,,,
2510712,0,K10712,,,,,,,
2510719,0,K10719,,,,,,,
UMMY1,0,DUMMY10104,,,,,,,
UMMY1,0,DUMMY10101,,,,,,,
2510705,5,K10705,3,1,5,2,5,5,47
2510717,3,K10717,3,1,5,1,4,47,47
2510728,4,K10728,3,2,5,2,5,100,12
2510704,5,K10704,3,1,5,2,5,5,47
2510702,4,K10702,3,1,5,2,2,5,47
2510721,5,K10721,3,1,5,2,5,100,24
2510730,3,K10730,3,2,2,2,5,5,47
2510719,1,K10719,5,2,5,4,2,100,2
2510726,4,K10726,3,2,5,2,5,100,24
2510716,5,K10716,3,1,5,2,5,5,47
2510720,1,K10720,4,5,3,2,2,100,47
2510711,5,K10711,3,1,5,2,5,5,47
2510712,5,K10712,3,1,5,2,5,5,47
2510708,2,K10708,1,2,5,2,2,5,47
2510718,5,K10718,3,1,5,2,5,5,47
2510701,5,K10701,3,1,5,2,5,5,24
2510715,1,K10715,3,4,3,4,4,0,0
2510703,5,K10703,3,1,5,2,5,5,47
2510710,5,K10710,3,1,5,2,5,5,47
2510714,5,K10714,3,1,5,2,5,5,47
2510727,1,K10727,4,3,1,2,4,100,24
2510709,3,K10709,3,2,5,2,1,5,47
2510724,4,K10724,1,1,5,2,5,100,12
2510729,5,K10729,3,1,5,2,5,100,24
2510725,4,K10725,3,1,5,2,2,100,47
,,,,,,,,,
